i	j	weight
9	17	405501
9	18	684429
9	19	603678
9	20	874748
9	21	420781
9	22	401921
9	23	0
9	24	511255
9	25	623560
9	26	543844
9	27	835284
9	28	454649
9	29	0
9	30	681954
10	11	410850
10	12	851042
10	13	524265
10	14	369570
10	15	742831
10	16	537764
10	17	368935
10	18	742116
10	19	278708
10	20	441612
10	21	748170
10	22	783088
10	23	488345
10	24	406139
10	25	331917
10	26	0
10	27	449803
10	28	714354
10	29	453487
10	30	740318
11	12	345418
11	13	868725
11	14	676621
11	15	508369
11	16	359173
11	17	680007
11	18	583114
11	19	804281
11	20	538572
11	21	370655
11	22	374438
11	23	607958
11	24	707753
11	25	0
11	26	431898
11	27	848130
11	28	524322
11	29	471856
11	30	480995
12	13	409961
12	14	313829
12	15	414807
12	16	754482
12	17	313209
12	18	466885
12	19	268311
12	20	522201
12	21	0
12	22	754655
12	23	473543
12	24	321970
12	25	285609
12	26	754678
12	27	333463
12	28	467030
12	29	434448
12	30	814145
13	14	565196
13	15	681923
13	16	410661
13	17	593919
13	18	668187
13	19	893512
13	20	679250
13	21	428371
13	22	448852
13	23	0
13	24	859017
13	25	775664
13	26	535129
13	27	784325
13	28	581225
13	29	745572
13	30	600801
14	15	407889
14	16	296426
14	17	0
14	18	607921
14	19	473074
14	20	402273
14	21	353019
14	22	407185
14	23	399226
14	24	802161
14	25	606870
14	26	450538
14	27	519184
14	28	730043
14	29	387131
14	30	366364
15	16	372831
15	17	408555
15	18	0
15	19	341012
15	20	653935
15	21	469260
15	22	479059
15	23	643226
15	24	490658
15	25	374782
15	26	742792
15	27	953379
15	28	598702
15	29	592230
15	30	615391
16	17	296071
16	18	533371
16	19	315301
16	20	935892
16	21	765703
16	22	531997
16	23	540088
16	24	323368
16	25	322196
16	26	479610
16	27	416692
16	28	396239
16	29	555554
16	30	928610
17	18	608355
17	19	476924
17	20	402453
17	21	352422
17	22	493874
17	23	414145
17	24	868811
17	25	611040
17	26	449983
17	27	536269
17	28	884177
17	29	387916
17	30	366135
18	19	340055
18	20	903307
18	21	479387
18	22	477903
18	23	726149
18	24	729371
18	25	476052
18	26	772587
18	27	977649
18	28	757618
18	29	709656
18	30	947521
19	20	534342
19	21	283013
19	22	275354
19	23	960935
19	24	547503
19	25	991033
19	26	291862
19	27	705446
19	28	375064
19	29	529434
19	30	438912
20	21	593928
20	22	440705
20	23	904513
20	24	506948
20	25	570762
20	26	603633
20	27	960895
20	28	476797
20	29	958858
20	30	880909
21	22	985955
21	23	505004
21	24	363564
21	25	313387
21	26	878664
21	27	365315
21	28	533253
21	29	466583
21	30	987313
22	23	459424
22	24	399087
22	25	325601
22	26	913654
22	27	365336
22	28	938524
22	29	411334
22	30	646188
23	24	573901
23	25	855350
23	26	587964
23	27	922468
23	28	437159
23	29	952888
23	30	773056
24	25	884552
24	26	487684
24	27	994193
24	28	758018
24	29	484384
24	30	444000
25	26	368378
25	27	905635
25	28	480785
25	29	563191
25	30	460034
26	27	459513
26	28	896504
26	29	554293
26	30	940980
27	28	527714
27	29	843951
27	30	704071
28	29	454989
28	30	559384
29	30	697028
