i,j,weight
8,36,90394
8,37,71493
8,38,0
8,39,72006
8,40,87002
9,10,77483
9,11,0
9,12,91016
9,13,75388
9,14,78242
9,15,91016
9,16,0
9,17,77334
9,18,75388
9,19,78242
9,20,76734
9,21,69822
9,22,0
9,23,0
9,24,77483
9,25,81156
9,26,80179
9,27,77483
9,28,88620
9,29,0
9,30,0
9,31,79792
9,32,77483
9,33,89445
9,34,75388
9,35,75388
9,36,0
9,37,77330
9,38,89445
9,39,76724
9,40,79792
10,11,77483
10,12,72165
10,13,67937
10,14,68146
10,15,72165
10,16,77483
10,17,0
10,18,67937
10,19,68146
10,20,0
10,21,0
10,22,79760
10,23,80937
10,24,0
10,25,70893
10,26,68201
10,27,0
10,28,70138
10,29,77470
10,30,77229
10,31,67501
10,32,0
10,33,70974
10,34,67937
10,35,67937
10,36,77229
10,37,0
10,38,70974
10,39,0
10,40,67501
11,12,91016
11,13,75388
11,14,78242
11,15,91016
11,16,0
11,17,77334
11,18,75388
11,19,78242
11,20,76734
11,21,69822
11,22,0
11,23,0
11,24,77483
11,25,81156
11,26,80179
11,27,77483
11,28,88620
11,29,0
11,30,0
11,31,79792
11,32,77483
11,33,89445
11,34,75388
11,35,75388
11,36,0
11,37,77330
11,38,89445
11,39,76724
11,40,79792
12,13,82514
12,14,89658
12,15,0
12,16,91016
12,17,71523
12,18,82514
12,19,89658
12,20,72033
12,21,84784
12,22,0
12,23,0
12,24,72165
12,25,88775
12,26,86803
12,27,72165
12,28,0
12,29,87259
12,30,90394
12,31,87002
12,32,72165
12,33,0
12,34,82514
12,35,82514
12,36,90394
12,37,71493
12,38,0
12,39,72006
12,40,87002
13,14,88345
13,15,82514
13,16,75388
13,17,67175
13,18,0
13,19,88345
13,20,67645
13,21,75667
13,22,52500
13,23,83277
13,24,67937
13,25,0
13,26,0
13,27,67937
13,28,82500
13,29,75272
13,30,74120
13,31,88537
13,32,67937
13,33,82667
13,34,0
13,35,0
13,36,74120
13,37,67136
13,38,82667
13,39,67615
13,40,88537
14,15,89658
14,16,78242
14,17,67405
14,18,88345
14,19,0
14,20,67847
14,21,77800
14,22,0
14,23,90899
14,24,68146
14,25,0
14,26,0
14,27,68146
14,28,79121
14,29,79130
14,30,77768
14,31,0
14,32,68146
14,33,87053
14,34,88345
14,35,88345
14,36,77768
14,37,67366
14,38,87053
14,39,67819
14,40,0
15,16,91016
15,17,71523
15,18,82514
15,19,89658
15,20,72033
15,21,84784
15,22,0
15,23,0
15,24,72165
15,25,88775
15,26,86803
15,27,72165
15,28,0
15,29,87259
15,30,90394
15,31,87002
15,32,72165
15,33,0
15,34,82514
15,35,82514
15,36,90394
15,37,71493
15,38,0
15,39,72006
15,40,87002
16,17,77334
16,18,75388
16,19,78242
16,20,76734
16,21,69822
16,22,0
16,23,0
16,24,77483
16,25,81156
16,26,80179
16,27,77483
16,28,88620
16,29,0
16,30,0
16,31,79792
16,32,77483
16,33,89445
16,34,75388
16,35,75388
16,36,0
16,37,77330
16,38,89445
16,39,76724
16,40,79792
17,18,67175
17,19,67405
17,20,89834
17,21,0
17,22,79336
17,23,80610
17,24,0
17,25,70211
17,26,67460
17,27,0
17,28,69451
17,29,77295
17,30,77080
17,31,66762
17,32,0
17,33,70303
17,34,67175
17,35,67175
17,36,77080
17,37,0
17,38,70303
17,39,88758
17,40,66762
18,19,88345
18,20,67645
18,21,75667
18,22,52500
18,23,83277
18,24,67937
18,25,0
18,26,0
18,27,67937
18,28,82500
18,29,75272
18,30,74120
18,31,88537
18,32,67937
18,33,82667
18,34,0
18,35,0
18,36,74120
18,37,67136
18,38,82667
18,39,67615
18,40,88537
19,20,67847
19,21,77800
19,22,0
19,23,90899
19,24,68146
19,25,0
19,26,0
19,27,68146
19,28,79121
19,29,79130
19,30,77768
19,31,0
19,32,68146
19,33,87053
19,34,88345
19,35,88345
19,36,77768
19,37,67366
19,38,87053
19,39,67819
19,40,0
20,21,0
20,22,79583
20,23,80557
20,24,0
20,25,70121
20,26,68144
20,27,0
20,28,69988
20,29,76754
20,30,76469
20,31,67074
20,32,0
20,33,70769
20,34,67645
20,35,67645
20,36,76469
20,37,90008
20,38,70769
20,39,0
20,40,67074
21,22,96412
21,23,74563
21,24,0
21,25,79117
21,26,77881
21,27,0
21,28,83354
21,29,69803
21,30,69482
21,31,78953
21,32,0
21,33,83920
21,34,75667
21,35,75667
21,36,69482
21,37,0
21,38,83920
21,39,0
21,40,78953
22,23,0
22,24,79760
22,25,0
22,26,0
22,27,79760
22,28,0
22,29,0
22,30,0
22,31,0
22,32,79760
22,33,0
22,34,52500
22,35,52500
22,36,0
22,37,79315
22,38,0
22,39,79565
22,40,0
23,24,80937
23,25,94574
23,26,88919
23,27,80937
23,28,0
23,29,0
23,30,0
23,31,90345
23,32,80937
23,33,0
23,34,83277
23,35,83277
23,36,0
23,37,80596
23,38,0
23,39,80542
23,40,90345
24,25,70893
24,26,68201
24,27,0
24,28,70138
24,29,77470
24,30,77229
24,31,67501
24,32,0
24,33,70974
24,34,67937
24,35,67937
24,36,77229
24,37,0
24,38,70974
24,39,0
24,40,67501
25,26,0
25,27,70893
25,28,80900
25,29,81738
25,30,80494
25,31,0
25,32,70893
25,33,88144
25,34,0
25,35,0
25,36,80494
25,37,70177
25,38,88144
25,39,70094
25,40,0
26,27,68201
26,28,90739
26,29,79576
26,30,78486
26,31,0
26,32,68201
26,33,86781
26,34,0
26,35,0
26,36,78486
26,37,67422
26,38,86781
26,39,68116
26,40,0
27,28,70138
27,29,77470
27,30,77229
27,31,67501
27,32,0
27,33,70974
27,34,67937
27,35,67937
27,36,77229
27,37,0
27,38,70974
27,39,0
27,40,67501
28,29,94214
28,30,94377
28,31,79049
28,32,70138
28,33,0
28,34,82500
28,35,82500
28,36,94377
28,37,69418
28,38,0
28,39,69959
28,40,79049
29,30,0
29,31,78741
29,32,77470
29,33,92283
29,34,75272
29,35,75272
29,36,0
29,37,77291
29,38,92283
29,39,76742
29,40,78741
30,31,79166
30,32,77229
30,33,94060
30,34,74120
30,35,74120
30,36,0
30,37,77077
30,38,94060
30,39,76458
30,40,79166
31,32,67501
31,33,87870
31,34,88537
31,35,88537
31,36,79166
31,37,66724
31,38,87870
31,39,67046
31,40,0
32,33,70974
32,34,67937
32,35,67937
32,36,77229
32,37,0
32,38,70974
32,39,0
32,40,67501
33,34,82667
33,35,82667
33,36,94060
33,37,70271
33,38,0
33,39,70741
33,40,87870
34,35,0
34,36,74120
34,37,67136
34,38,82667
34,39,67615
34,40,88537
35,36,74120
35,37,67136
35,38,82667
35,39,67615
35,40,88537
36,37,77077
36,38,94060
36,39,76458
36,40,79166
37,38,70271
37,39,93571
37,40,66724
38,39,70741
38,40,87870
39,40,67046
