0,1,2,3,4,cluster,sc
72.0,6.3,2.5,4.9,1.5,1,0.7166260697899675
73.0,6.1,2.8,4.7,1.2,1,0.6810697393524031
74.0,6.4,2.9,4.3,1.3,1,0.6361071113287208
75.0,6.6,3.0,4.4,1.4,1,0.6547787382487643
76.0,6.8,2.8,4.8,1.4,1,0.6941860821855895
77.0,6.7,3.0,5.0,1.7,1,0.7280762480618598
78.0,6.0,2.9,4.5,1.5,1,0.6809277937494645
79.0,5.7,2.6,3.5,1.0,1,0.25758720292029236
80.0,5.5,2.4,3.8,1.1,1,0.38663366615596506
81.0,5.5,2.4,3.7,1.0,1,0.32560370935137073
82.0,5.8,2.7,3.9,1.2,1,0.48833748641030267
83.0,6.0,2.7,5.1,1.6,1,0.7267652956085161
84.0,5.4,3.0,4.5,1.5,1,0.5940257198353459
85.0,6.0,3.4,4.5,1.6,1,0.6403508496369557
86.0,6.7,3.1,4.7,1.5,1,0.6933199722971141
87.0,6.3,2.3,4.4,1.3,1,0.6305558614780095
88.0,5.6,3.0,4.1,1.3,1,0.5244992365135338
89.0,5.5,2.5,4.0,1.3,1,0.48847360816689
90.0,5.5,2.6,4.4,1.2,1,0.5734293939506634
91.0,6.1,3.0,4.6,1.4,1,0.6889706891570294
92.0,5.8,2.6,4.0,1.2,1,0.5216697308123119
93.0,5.0,2.3,3.3,1.0,1,0.008949311065919984
94.0,5.6,2.7,4.2,1.3,1,0.5637462769923997
95.0,5.7,3.0,4.2,1.2,1,0.5539274034968211
96.0,5.7,2.9,4.2,1.3,1,0.5743438643328431
97.0,6.2,2.9,4.3,1.3,1,0.6361205472300281
98.0,5.1,2.5,3.0,1.1,1,-0.15369651844251245
99.0,5.7,2.8,4.1,1.3,1,0.5516802085066103
100.0,6.3,3.3,6.0,2.5,1,0.6730037942493541
101.0,5.8,2.7,5.1,1.9,1,0.7124752386030007
102.0,7.1,3.0,5.9,2.1,1,0.6916065739308732
103.0,6.3,2.9,5.6,1.8,1,0.732640698706997
104.0,6.5,3.0,5.8,2.2,1,0.7159133182397247
105.0,7.6,3.0,6.6,2.1,1,0.6178461575857419
106.0,4.9,2.5,4.5,1.7,1,0.5032952439324462
107.0,7.3,2.9,6.3,1.8,1,0.6549768940544393
108.0,6.7,2.5,5.8,1.8,1,0.7061401477874166
109.0,7.2,3.6,6.1,2.5,1,0.636394709726257
110.0,6.5,3.2,5.1,2.0,1,0.7293453567013024
111.0,6.4,2.7,5.3,1.9,1,0.7422842059157266
112.0,6.8,3.0,5.5,2.1,1,0.7253276196530704
113.0,5.7,2.5,5.0,2.0,1,0.6865505470362857
114.0,5.8,2.8,5.1,2.4,1,0.6830946194005123
115.0,6.4,3.2,5.3,2.3,1,0.7177801363999737
116.0,6.5,3.0,5.5,1.8,1,0.7378940679152362
117.0,7.7,3.8,6.7,2.2,1,0.576754909290146
118.0,7.7,2.6,6.9,2.3,1,0.5892002328961959
119.0,6.0,2.2,5.0,1.5,1,0.6815380598806348
120.0,6.9,3.2,5.7,2.3,1,0.7002511467681573
121.0,5.6,2.8,4.9,2.0,1,0.6783540444649483
122.0,7.7,2.8,6.7,2.0,1,0.6056291361748709
123.0,6.3,2.7,4.9,1.8,1,0.7363666715472317
124.0,6.7,3.3,5.7,2.1,1,0.7102437849841597
125.0,7.2,3.2,6.0,1.8,1,0.6740338478663154
126.0,6.2,2.8,4.8,1.8,1,0.7306985431337443
127.0,6.1,3.0,4.9,1.8,1,0.7304368306256573
128.0,6.4,2.8,5.6,2.1,1,0.7304723862699702
129.0,7.2,3.0,5.8,1.6,1,0.6816203583840347
130.0,7.4,2.8,6.1,1.9,1,0.6605644582982184
131.0,7.9,3.8,6.4,2.0,1,0.5763148189490057
132.0,6.4,2.8,5.6,2.2,1,0.7259472272167581
133.0,6.3,2.8,5.1,1.5,1,0.7350615874460508
134.0,6.1,2.6,5.6,1.4,1,0.701090477082163
135.0,7.7,3.0,6.1,2.3,1,0.6312379918679646
136.0,6.3,3.4,5.6,2.4,1,0.691698880501024
137.0,6.4,3.1,5.5,1.8,1,0.7346466516269583
138.0,6.0,3.0,4.8,1.8,1,0.7176108468210793
139.0,6.9,3.1,5.4,2.1,1,0.7176289269061221
140.0,6.7,3.1,5.6,2.4,1,0.7087166498969026
141.0,6.9,3.1,5.1,2.3,1,0.7003483421894495
142.0,5.8,2.7,5.1,1.9,1,0.7124752386030007
143.0,6.8,3.2,5.9,2.3,1,0.6952566334486839
144.0,6.7,3.3,5.7,2.5,1,0.6897314052621298
145.0,6.7,3.0,5.2,2.3,1,0.7184833677643085
146.0,6.3,2.5,5.0,1.9,1,0.7276833549233702
147.0,6.5,3.0,5.2,2.0,1,0.7413479420076726
148.0,6.2,3.4,5.4,2.3,1,0.6977061316789965
149.0,5.9,3.0,5.1,1.8,1,0.7216352231009405
0.0,5.1,3.5,1.4,0.2,4,0.8527657558310433
1.0,4.9,3.0,1.4,0.2,4,0.819447786885231
2.0,4.7,3.2,1.3,0.2,4,0.8314828940526304
3.0,4.6,3.1,1.5,0.2,4,0.8082655399265044
4.0,5.0,3.6,1.4,0.2,4,0.8482107910204926
5.0,5.4,3.9,1.7,0.4,4,0.7483132910131878
6.0,4.6,3.4,1.4,0.3,4,0.8225680854885846
7.0,5.0,3.4,1.5,0.2,4,0.8546361145710913
8.0,4.4,2.9,1.4,0.2,4,0.7559397718697424
9.0,4.9,3.1,1.5,0.1,4,0.8304139912844164
10.0,5.4,3.7,1.5,0.2,4,0.8030423369711766
11.0,4.8,3.4,1.6,0.2,4,0.8370518627860226
12.0,4.8,3.0,1.4,0.1,4,0.8148233935085054
13.0,4.3,3.0,1.1,0.1,4,0.7490375181048267
14.0,5.8,4.0,1.2,0.2,4,0.7028483667815527
15.0,5.7,4.4,1.5,0.4,4,0.6438053061115039
16.0,5.4,3.9,1.3,0.4,4,0.7752135186200256
17.0,5.1,3.5,1.4,0.3,4,0.8508745852973231
18.0,5.7,3.8,1.7,0.3,4,0.7077539515933472
19.0,5.1,3.8,1.5,0.3,4,0.8192767724847432
20.0,5.4,3.4,1.7,0.2,4,0.7859792892529863
21.0,5.1,3.7,1.5,0.4,4,0.825234437344245
22.0,4.6,3.6,1.0,0.2,4,0.7931073981981903
23.0,5.1,3.3,1.7,0.5,4,0.7961572876187979
24.0,4.8,3.4,1.9,0.2,4,0.7772820689495474
25.0,5.0,3.0,1.6,0.2,4,0.8030974260958919
26.0,5.0,3.4,1.6,0.4,4,0.834429069772675
27.0,5.2,3.5,1.5,0.2,4,0.8422646975964031
28.0,5.2,3.4,1.4,0.2,4,0.8444137400340618
29.0,4.7,3.2,1.6,0.2,4,0.8207506241201415
30.0,4.8,3.1,1.6,0.2,4,0.8189880395364728
31.0,5.4,3.4,1.5,0.4,4,0.8002514433862752
32.0,5.2,4.1,1.5,0.1,4,0.7618821315007471
33.0,5.5,4.2,1.4,0.2,4,0.7218171626124612
34.0,4.9,3.1,1.5,0.1,4,0.8304139912844164
35.0,5.0,3.2,1.2,0.2,4,0.8341954736213703
36.0,5.5,3.5,1.3,0.2,4,0.7949193624105333
37.0,4.9,3.1,1.5,0.1,4,0.8304139912844164
38.0,4.4,3.0,1.3,0.2,4,0.7717266540698287
39.0,5.1,3.4,1.5,0.2,4,0.8511510740930687
40.0,5.0,3.5,1.3,0.3,4,0.8491017334940966
41.0,4.5,2.3,1.3,0.3,4,0.6444417581849086
42.0,4.4,3.2,1.3,0.2,4,0.7888015392505092
43.0,5.0,3.5,1.6,0.6,4,0.8009518658861895
44.0,5.1,3.8,1.9,0.4,4,0.7474653128257965
45.0,4.8,3.0,1.4,0.3,4,0.8132656618257496
46.0,5.1,3.8,1.6,0.2,4,0.8125626369069507
47.0,4.6,3.2,1.4,0.2,4,0.8213833116526331
48.0,5.3,3.7,1.5,0.2,4,0.8178709533447264
49.0,5.0,3.3,1.4,0.2,4,0.8536039526275174
50.0,7.0,3.2,4.7,1.4,3,0.060087781182480135
51.0,6.4,3.2,4.5,1.5,3,0.393504035002031
52.0,6.9,3.1,4.9,1.5,3,-0.050925274508090354
53.0,5.5,2.3,4.0,1.3,3,0.5896214706132663
54.0,6.5,2.8,4.6,1.5,3,0.38514861697945313
55.0,5.7,2.8,4.5,1.3,3,0.5927984000762384
56.0,6.3,3.3,4.7,1.6,3,0.29756562343407467
57.0,4.9,2.4,3.3,1.0,3,0.25005208173820986
58.0,6.6,2.9,4.6,1.3,3,0.36364082908752426
59.0,5.2,2.7,3.9,1.4,3,0.5739033525209929
60.0,5.0,2.0,3.5,1.0,3,0.36243363807578804
61.0,5.9,3.0,4.2,1.5,3,0.5856735095600913
62.0,6.0,2.2,4.0,1.0,3,0.5515519885920657
63.0,6.1,2.9,4.7,1.4,3,0.49201072732726286
64.0,5.6,2.9,3.6,1.3,3,0.5521203663333184
65.0,6.7,3.1,4.4,1.4,3,0.34086542303536194
66.0,5.6,3.0,4.5,1.5,3,0.5574058050289982
67.0,5.8,2.7,4.1,1.0,3,0.609164271334786
68.0,6.2,2.2,4.5,1.5,3,0.4682679104354542
69.0,5.6,2.5,3.9,1.1,3,0.6079544688928076
70.0,5.9,3.2,4.8,1.8,3,0.3368713382643239
71.0,6.1,2.8,4.0,1.3,3,0.5887894287033759
72.0,6.3,2.5,4.9,1.5,3,0.3306389566003073
73.0,6.1,2.8,4.7,1.2,3,0.5045871443635843
74.0,6.4,2.9,4.3,1.3,3,0.507003897975238
75.0,6.6,3.0,4.4,1.4,3,0.39916319572855646
76.0,6.8,2.8,4.8,1.4,3,0.15893251149601795
77.0,6.7,3.0,5.0,1.7,5,0.0853079245536928
78.0,6.0,2.9,4.5,1.5,3,0.5560215234689795
79.0,5.7,2.6,3.5,1.0,3,0.49528171915032404
80.0,5.5,2.4,3.8,1.1,3,0.5909497958885098
81.0,5.5,2.4,3.7,1.0,3,0.5497209564791559
82.0,5.8,2.7,3.9,1.2,3,0.6162102117858461
83.0,6.0,2.7,5.1,1.6,3,0.2822054949707952
84.0,5.4,3.0,4.5,1.5,3,0.5401494578393166
85.0,6.0,3.4,4.5,1.6,3,0.4212269254660237
86.0,6.7,3.1,4.7,1.5,3,0.19539084330967313
87.0,6.3,2.3,4.4,1.3,3,0.49598046052296074
88.0,5.6,3.0,4.1,1.3,3,0.6038752555015312
89.0,5.5,2.5,4.0,1.3,3,0.6102602821030623
90.0,5.5,2.6,4.4,1.2,3,0.594640980972736
91.0,6.1,3.0,4.6,1.4,3,0.5109822997907709
92.0,5.8,2.6,4.0,1.2,3,0.6212897612398867
93.0,5.0,2.3,3.3,1.0,3,0.27874244245639285
94.0,5.6,2.7,4.2,1.3,3,0.6242537177551378
95.0,5.7,3.0,4.2,1.2,3,0.6046226546065374
96.0,5.7,2.9,4.2,1.3,3,0.6192743495454026
97.0,6.2,2.9,4.3,1.3,3,0.5612041248303963
98.0,5.1,2.5,3.0,1.1,3,0.12396236288398926
99.0,5.7,2.8,4.1,1.3,3,0.6270389049988434
100.0,6.3,3.3,6.0,2.5,5,0.5066637310205493
101.0,5.8,2.7,5.1,1.9,3,0.24515810614705635
102.0,7.1,3.0,5.9,2.1,5,0.6188010780950245
103.0,6.3,2.9,5.6,1.8,5,0.3449333198608596
104.0,6.5,3.0,5.8,2.2,5,0.5622330147200626
105.0,7.6,3.0,6.6,2.1,5,0.5514741300636279
106.0,4.9,2.5,4.5,1.7,3,0.46608324427554776
107.0,7.3,2.9,6.3,1.8,5,0.5633093282868559
108.0,6.7,2.5,5.8,1.8,5,0.4312292124727948
109.0,7.2,3.6,6.1,2.5,5,0.5718722801018982
110.0,6.5,3.2,5.1,2.0,5,0.24882999252111218
111.0,6.4,2.7,5.3,1.9,5,0.2099818506665932
112.0,6.8,3.0,5.5,2.1,5,0.5567604158171049
113.0,5.7,2.5,5.0,2.0,3,0.29340444108805375
114.0,5.8,2.8,5.1,2.4,3,0.03093786101046267
115.0,6.4,3.2,5.3,2.3,5,0.3995958474243246
116.0,6.5,3.0,5.5,1.8,5,0.4086548628193747
117.0,7.7,3.8,6.7,2.2,5,0.5023464470168729
118.0,7.7,2.6,6.9,2.3,5,0.48971672704779123
119.0,6.0,2.2,5.0,1.5,3,0.3445578416042635
120.0,6.9,3.2,5.7,2.3,5,0.6159849683444475
121.0,5.6,2.8,4.9,2.0,3,0.33857811166170726
122.0,7.7,2.8,6.7,2.0,5,0.5183834450036711
123.0,6.3,2.7,4.9,1.8,3,0.22222157168184362
124.0,6.7,3.3,5.7,2.1,5,0.5853122921676915
125.0,7.2,3.2,6.0,1.8,5,0.5817456655835159
126.0,6.2,2.8,4.8,1.8,3,0.3225281576301617
127.0,6.1,3.0,4.9,1.8,3,0.26656158828914017
128.0,6.4,2.8,5.6,2.1,5,0.4506816777755943
129.0,7.2,3.0,5.8,1.6,5,0.5122113823406349
130.0,7.4,2.8,6.1,1.9,5,0.5644225776007759
131.0,7.9,3.8,6.4,2.0,5,0.49045623448960746
132.0,6.4,2.8,5.6,2.2,5,0.46165579808097107
133.0,6.3,2.8,5.1,1.5,3,0.17075888312878548
134.0,6.1,2.6,5.6,1.4,3,-0.048429288107736286
135.0,7.7,3.0,6.1,2.3,5,0.5599914985739755
136.0,6.3,3.4,5.6,2.4,5,0.4611209679944185
137.0,6.4,3.1,5.5,1.8,5,0.37611177778670407
138.0,6.0,3.0,4.8,1.8,3,0.3604827281167294
139.0,6.9,3.1,5.4,2.1,5,0.5352028632490612
140.0,6.7,3.1,5.6,2.4,5,0.5786120129728789
141.0,6.9,3.1,5.1,2.3,5,0.4093929860546087
142.0,5.8,2.7,5.1,1.9,3,0.24515810614705635
143.0,6.8,3.2,5.9,2.3,5,0.6228281297488292
144.0,6.7,3.3,5.7,2.5,5,0.5771609030505878
145.0,6.7,3.0,5.2,2.3,5,0.4252494814543227
146.0,6.3,2.5,5.0,1.9,3,0.12413983271705045
147.0,6.5,3.0,5.2,2.0,5,0.3034543469162182
148.0,6.2,3.4,5.4,2.3,5,0.35376778488125743
149.0,5.9,3.0,5.1,1.8,3,0.20118373388651303
0.0,5.1,3.5,1.4,0.2,7,0.8253734344650181
1.0,4.9,3.0,1.4,0.2,7,0.7814839059731515
2.0,4.7,3.2,1.3,0.2,7,0.7980061530044658
3.0,4.6,3.1,1.5,0.2,7,0.7669520399196857
4.0,5.0,3.6,1.4,0.2,7,0.8203836845454553
5.0,5.4,3.9,1.7,0.4,7,0.7053496946077118
6.0,4.6,3.4,1.4,0.3,7,0.787272908988928
7.0,5.0,3.4,1.5,0.2,7,0.8257364280327412
8.0,4.4,2.9,1.4,0.2,7,0.7037709502194837
9.0,4.9,3.1,1.5,0.1,7,0.7946610551390663
10.0,5.4,3.7,1.5,0.2,7,0.7692408456166553
11.0,4.8,3.4,1.6,0.2,7,0.8031757354274313
12.0,4.8,3.0,1.4,0.1,7,0.7761980475441385
13.0,4.3,3.0,1.1,0.1,7,0.7012352892208403
14.0,5.8,4.0,1.2,0.2,7,0.6637819343552822
15.0,5.7,4.4,1.5,0.4,7,0.5998998955643703
16.0,5.4,3.9,1.3,0.4,7,0.7403291488960775
17.0,5.1,3.5,1.4,0.3,7,0.8228653638490595
18.0,5.7,3.8,1.7,0.3,7,0.6604528235784767
19.0,5.1,3.8,1.5,0.3,7,0.7873178749337755
20.0,5.4,3.4,1.7,0.2,7,0.7434418981252089
21.0,5.1,3.7,1.5,0.4,7,0.7930947932993437
22.0,4.6,3.6,1.0,0.2,7,0.7581314505247074
23.0,5.1,3.3,1.7,0.5,7,0.7508168126898626
24.0,4.8,3.4,1.9,0.2,7,0.7265713665215293
25.0,5.0,3.0,1.6,0.2,7,0.7590682251959391
26.0,5.0,3.4,1.6,0.4,7,0.799730247197742
27.0,5.2,3.5,1.5,0.2,7,0.8124723158489262
28.0,5.2,3.4,1.4,0.2,7,0.8151421942368083
29.0,4.7,3.2,1.6,0.2,7,0.7816302218556028
30.0,4.8,3.1,1.6,0.2,7,0.7787827134175793
31.0,5.4,3.4,1.5,0.4,7,0.762153280920874
32.0,5.2,4.1,1.5,0.1,7,0.7250885577690901
33.0,5.5,4.2,1.4,0.2,7,0.683353033469854
34.0,4.9,3.1,1.5,0.1,7,0.7946610551390663
35.0,5.0,3.2,1.2,0.2,7,0.8028505334586519
36.0,5.5,3.5,1.3,0.2,7,0.7603706013933461
37.0,4.9,3.1,1.5,0.1,7,0.7946610551390663
38.0,4.4,3.0,1.3,0.2,7,0.7250015615445744
39.0,5.1,3.4,1.5,0.2,7,0.8218848819157157
40.0,5.0,3.5,1.3,0.3,7,0.821270675956566
41.0,4.5,2.3,1.3,0.3,7,0.56710461368661
42.0,4.4,3.2,1.3,0.2,7,0.7468625477252677
43.0,5.0,3.5,1.6,0.6,7,0.7598880099842161
44.0,5.1,3.8,1.9,0.4,7,0.6974792320631801
45.0,4.8,3.0,1.4,0.3,7,0.773352602299111
46.0,5.1,3.8,1.6,0.2,7,0.7788681945921752
47.0,4.6,3.2,1.4,0.2,7,0.784738104854002
48.0,5.3,3.7,1.5,0.2,7,0.785977512632093
49.0,5.0,3.3,1.4,0.2,7,0.824721311619538
50.0,7.0,3.2,4.7,1.4,8,0.2945961524559541
51.0,6.4,3.2,4.5,1.5,8,0.4544402941479059
52.0,6.9,3.1,4.9,1.5,8,0.25140787135712217
53.0,5.5,2.3,4.0,1.3,9,0.5044462011998951
54.0,6.5,2.8,4.6,1.5,8,0.5088585463067692
55.0,5.7,2.8,4.5,1.3,9,0.07636507876896768
56.0,6.3,3.3,4.7,1.6,8,0.485967157887743
57.0,4.9,2.4,3.3,1.0,9,0.5039828765822979
58.0,6.6,2.9,4.6,1.3,8,0.4742803410081682
59.0,5.2,2.7,3.9,1.4,9,0.5226166212439411
60.0,5.0,2.0,3.5,1.0,9,0.4825509607940679
61.0,5.9,3.0,4.2,1.5,8,-0.055595108650510434
62.0,6.0,2.2,4.0,1.0,9,0.30850435035978413
63.0,6.1,2.9,4.7,1.4,8,0.44476531329036584
64.0,5.6,2.9,3.6,1.3,9,0.48320095596582874
65.0,6.7,3.1,4.4,1.4,8,0.423894523096569
66.0,5.6,3.0,4.5,1.5,9,0.0032351596697426676
67.0,5.8,2.7,4.1,1.0,9,0.40509564062603665
68.0,6.2,2.2,4.5,1.5,8,0.21028184309196488
69.0,5.6,2.5,3.9,1.1,9,0.560183101559585
70.0,5.9,3.2,4.8,1.8,8,0.4201730106053698
71.0,6.1,2.8,4.0,1.3,8,-0.17762747781228144
72.0,6.3,2.5,4.9,1.5,8,0.4864784776977349
73.0,6.1,2.8,4.7,1.2,8,0.3453154528676435
74.0,6.4,2.9,4.3,1.3,8,0.3100723493087531
75.0,6.6,3.0,4.4,1.4,8,0.43044718282877176
76.0,6.8,2.8,4.8,1.4,8,0.4032970235936146
77.0,6.7,3.0,5.0,1.7,6,-0.2671936881706591
78.0,6.0,2.9,4.5,1.5,8,0.3051688136471272
79.0,5.7,2.6,3.5,1.0,9,0.5094202011149206
80.0,5.5,2.4,3.8,1.1,9,0.5727343272098656
81.0,5.5,2.4,3.7,1.0,9,0.5645222996148453
82.0,5.8,2.7,3.9,1.2,9,0.468368944092677
83.0,6.0,2.7,5.1,1.6,8,0.4849158396028984
84.0,5.4,3.0,4.5,1.5,9,0.13577691686398188
85.0,6.0,3.4,4.5,1.6,8,0.3046090753337484
86.0,6.7,3.1,4.7,1.5,8,0.44108174800116673
87.0,6.3,2.3,4.4,1.3,8,0.1703962335228498
88.0,5.6,3.0,4.1,1.3,9,0.38760903541728114
89.0,5.5,2.5,4.0,1.3,9,0.5410118419278914
90.0,5.5,2.6,4.4,1.2,9,0.3527527913612353
91.0,6.1,3.0,4.6,1.4,8,0.40485105752720757
92.0,5.8,2.6,4.0,1.2,9,0.4537335092066813
93.0,5.0,2.3,3.3,1.0,9,0.5102302422969884
94.0,5.6,2.7,4.2,1.3,9,0.4324351470722581
95.0,5.7,3.0,4.2,1.2,9,0.30838398444680104
96.0,5.7,2.9,4.2,1.3,9,0.32864388284431234
97.0,6.2,2.9,4.3,1.3,8,0.20864134976038945
98.0,5.1,2.5,3.0,1.1,9,0.4315063431301165
99.0,5.7,2.8,4.1,1.3,9,0.41954479702348085
100.0,6.3,3.3,6.0,2.5,6,0.3930162288373647
101.0,5.8,2.7,5.1,1.9,8,0.42449109319036743
102.0,7.1,3.0,5.9,2.1,6,0.516670514825688
103.0,6.3,2.9,5.6,1.8,6,0.10014841781558825
104.0,6.5,3.0,5.8,2.2,6,0.4304782894380488
105.0,7.6,3.0,6.6,2.1,6,0.4693034284929137
106.0,4.9,2.5,4.5,1.7,9,0.24229943310590135
107.0,7.3,2.9,6.3,1.8,6,0.46753169767736263
108.0,6.7,2.5,5.8,1.8,6,0.2623147980067387
109.0,7.2,3.6,6.1,2.5,6,0.4833308412915172
110.0,6.5,3.2,5.1,2.0,6,-0.06883949502167436
111.0,6.4,2.7,5.3,1.9,6,-0.12214368664031987
112.0,6.8,3.0,5.5,2.1,6,0.40256429647591824
113.0,5.7,2.5,5.0,2.0,8,0.3330797780114213
114.0,5.8,2.8,5.1,2.4,8,0.21546275405555881
115.0,6.4,3.2,5.3,2.3,6,0.19451888668519626
116.0,6.5,3.0,5.5,1.8,6,0.17058536569613203
117.0,7.7,3.8,6.7,2.2,6,0.42161537508646724
118.0,7.7,2.6,6.9,2.3,6,0.4090929260694752
119.0,6.0,2.2,5.0,1.5,8,0.3206944710774065
120.0,6.9,3.2,5.7,2.3,6,0.5069191653152704
121.0,5.6,2.8,4.9,2.0,8,0.30660255506242085
122.0,7.7,2.8,6.7,2.0,6,0.43504338228143785
123.0,6.3,2.7,4.9,1.8,8,0.48199758602215603
124.0,6.7,3.3,5.7,2.1,6,0.4583377069166214
125.0,7.2,3.2,6.0,1.8,6,0.4761087765042129
126.0,6.2,2.8,4.8,1.8,8,0.5387779101988216
127.0,6.1,3.0,4.9,1.8,8,0.5010686885737876
128.0,6.4,2.8,5.6,2.1,6,0.2595948064348717
129.0,7.2,3.0,5.8,1.6,6,0.37759433245471236
130.0,7.4,2.8,6.1,1.9,6,0.4646024964528611
131.0,7.9,3.8,6.4,2.0,6,0.4045783167928649
132.0,6.4,2.8,5.6,2.2,6,0.28244669741422923
133.0,6.3,2.8,5.1,1.5,8,0.44290647286513346
134.0,6.1,2.6,5.6,1.4,8,0.1809180811688448
135.0,7.7,3.0,6.1,2.3,6,0.4708667898850497
136.0,6.3,3.4,5.6,2.4,6,0.31510727541746303
137.0,6.4,3.1,5.5,1.8,6,0.12986179885699936
138.0,6.0,3.0,4.8,1.8,8,0.48755584380204264
139.0,6.9,3.1,5.4,2.1,6,0.37480259833471985
140.0,6.7,3.1,5.6,2.4,6,0.4536642279714638
141.0,6.9,3.1,5.1,2.3,6,0.21428065642801564
142.0,5.8,2.7,5.1,1.9,8,0.42449109319036743
143.0,6.8,3.2,5.9,2.3,6,0.5221821895919034
144.0,6.7,3.3,5.7,2.5,6,0.4653563176775171
145.0,6.7,3.0,5.2,2.3,6,0.22196676489758355
146.0,6.3,2.5,5.0,1.9,8,0.3793199540559262
147.0,6.5,3.0,5.2,2.0,6,-0.008207392245279985
148.0,6.2,3.4,5.4,2.3,6,0.1639954870842281
149.0,5.9,3.0,5.1,1.8,8,0.41898595982201253
0.0,5.1,3.5,1.4,0.2,10,0.8253734344650181
